assertion_id,domain,gene,baseline_condition_proxy,followup_condition_proxy,baseline_env_proxy,followup_env_proxy,disease_architecture_regime,VCEP_covered_gene,VCEP_or_CSpec_resource,cab_balanced_direct_use_allowed,disease_specific_expert_review_required,population_or_penetrance_review_required,external_proxy_agreement_label
CANCER_664677,hereditary_cancer,MSH6,Hereditary nonpolyposis colorectal neoplasms,Hereditary nonpolyposis colorectal neoplasms;Lynch syndrome 5,colorectal cancer / polyposis,Lynch syndrome / mismatch repair cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_requires_disease_specific_interpretation
CANCER_495433,hereditary_cancer,BRCA2,Hereditary breast ovarian cancer syndrome,Hereditary breast ovarian cancer syndrome,hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
ARR_1460043,inherited_arrhythmia,SCN5A,brugada syndrome,not provided,Brugada,other/unknown,nonspecific_underresolved,True,ClinGen Sodium/Calcium Channel Arrhythmia VCEP or CPVT/calmodulinopathy scope,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_55563,hereditary_cancer,BRCA1,"not provided;Breast-ovarian cancer, familial, susceptibility to, 1;Hereditary cancer-predisposing syndrome","not provided;Hereditary cancer-predisposing syndrome;Breast-ovarian cancer, familial, susceptibility to, 1;Hereditary breast ovarian cancer syndrome",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CM_650067,cardiomyopathy,LMNA,,Charcot-Marie-Tooth disease type 2,other/unknown,other/unknown,structural_functional_overlap,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_482002,hereditary_cancer,PALB2,Hereditary cancer-predisposing syndrome;Familial cancer of breast,Hereditary cancer-predisposing syndrome;Familial cancer of breast;not provided,breast cancer predisposition,breast cancer predisposition,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,True,external_proxy_agrees_direct_use
CANCER_1069161,hereditary_cancer,PMS2,Hereditary nonpolyposis colorectal neoplasms,Hereditary nonpolyposis colorectal neoplasms,colorectal cancer / polyposis,colorectal cancer / polyposis,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_agrees_direct_use
CANCER_90124,hereditary_cancer,MLH1,Lynch syndrome,"Lynch syndrome;Colorectal cancer, hereditary nonpolyposis, type 2",Lynch syndrome / mismatch repair cancer predisposition,Lynch syndrome / mismatch repair cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_agrees_direct_use
CANCER_402288,hereditary_cancer,PALB2,"Hereditary cancer-predisposing syndrome;not provided;Familial cancer of breast;Pancreatic cancer, susceptibility to, 3;Fanconi anemia complementation group N","Hereditary cancer-predisposing syndrome;not provided;Pancreatic cancer, susceptibility to, 3;Familial cancer of breast;Fanconi anemia complementation group N",breast cancer predisposition,breast cancer predisposition,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,True,external_proxy_agrees_direct_use
CANCER_989471,hereditary_cancer,BRCA2,"Breast-ovarian cancer, familial, susceptibility to, 2","Breast-ovarian cancer, familial, susceptibility to, 2",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_54938,hereditary_cancer,BRCA1,"Breast-ovarian cancer, familial, susceptibility to, 1;Hereditary cancer-predisposing syndrome;Hereditary breast ovarian cancer syndrome","Breast-ovarian cancer, familial, susceptibility to, 1;Hereditary cancer-predisposing syndrome;Hereditary breast ovarian cancer syndrome;not provided",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CM_42927,cardiomyopathy,MYH7,,Hypertrophic cardiomyopathy;Primary familial hypertrophic cardiomyopathy,HCM,HCM,phenotype_anchored_monogenic,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,True,False,False,external_proxy_agrees_direct_use
CANCER_52281,hereditary_cancer,BRCA2,"Breast-ovarian cancer, familial, susceptibility to, 2;Hereditary breast ovarian cancer syndrome;Malignant tumor of breast","Breast-ovarian cancer, familial, susceptibility to, 2;Hereditary breast ovarian cancer syndrome;Malignant tumor of breast;Hereditary cancer-predisposing syndrome;Inherited breast cancer and ovarian cancer",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_3035,hereditary_cancer,ATM,Ataxia-telangiectasia syndrome;Hereditary cancer-predisposing syndrome;not provided;Breast and/or ovarian cancer;Familial cancer of breast,Ataxia-telangiectasia syndrome;Hereditary cancer-predisposing syndrome;not provided;Breast and/or ovarian cancer;Familial cancer of breast;Malignant tumor of pancreas;ATM-related cancer predisposition,ovarian cancer predisposition,ovarian cancer predisposition,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_427596,hereditary_cancer,PTEN,PTEN hamartoma tumor syndrome,PTEN hamartoma tumor syndrome,PTEN hamartoma tumor syndrome / Cowden,PTEN hamartoma tumor syndrome / Cowden,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_agrees_direct_use
CANCER_629599,hereditary_cancer,ATM,Hereditary cancer-predisposing syndrome;Familial cancer of breast;not provided,Hereditary cancer-predisposing syndrome;Familial cancer of breast;not provided;Ataxia-telangiectasia syndrome,breast cancer predisposition,breast cancer predisposition,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,True,external_proxy_agrees_direct_use
CANCER_660515,hereditary_cancer,BRCA1,Hereditary breast ovarian cancer syndrome,Hereditary breast ovarian cancer syndrome,hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CM_960819,cardiomyopathy,FLNC,,Distal myopathy with posterior leg and anterior hand involvement;Myofibrillar myopathy 5;not provided;Hypertrophic cardiomyopathy 26,HCM,HCM,nonspecific_underresolved,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1728638,hereditary_cancer,CDH1,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,pan-cancer / nonspecific cancer predisposition,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
ARR_1335697,inherited_arrhythmia,KCNH2,not provided,not provided,other/unknown,other/unknown,nonspecific_underresolved,True,ClinGen Potassium Channel Arrhythmia VCEP,True,False,False,external_proxy_agrees_direct_use
CM_202033,cardiomyopathy,PKP2,,not provided,other/unknown,other/unknown,nonspecific_underresolved,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_91083,hereditary_cancer,MSH2,Lynch syndrome,Lynch syndrome,Lynch syndrome / mismatch repair cancer predisposition,Lynch syndrome / mismatch repair cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_agrees_direct_use
CANCER_654213,hereditary_cancer,BRCA1,Hereditary breast ovarian cancer syndrome;Hereditary cancer-predisposing syndrome,Hereditary breast ovarian cancer syndrome;Hereditary cancer-predisposing syndrome,hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1782026,hereditary_cancer,MSH2,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome;Lynch syndrome 1,pan-cancer / nonspecific cancer predisposition,Lynch syndrome / mismatch repair cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_265533,hereditary_cancer,ATM,not provided;Ataxia-telangiectasia syndrome;Familial cancer of breast;Hereditary cancer-predisposing syndrome,not provided;Ataxia-telangiectasia syndrome;Familial cancer of breast;Hereditary cancer-predisposing syndrome,breast cancer predisposition,breast cancer predisposition,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_126715,hereditary_cancer,PALB2,"Breast cancer, susceptibility to;Familial cancer of breast;Fanconi anemia complementation group N;Pancreatic cancer, susceptibility to, 3;Hereditary cancer-predisposing syndrome;not provided;Malignant tumor of breast","Familial cancer of breast;Fanconi anemia complementation group N;Hereditary cancer-predisposing syndrome;not provided;Malignant tumor of breast;Breast and/or ovarian cancer;Pancreatic cancer, susceptibility to, 3;Hereditary breast ovarian cancer syndrome;PALB2-related disorder;Breast-ovarian cancer, familial, susceptibility to, 5;PALB2-related cancer predisposition;Inherited breast cancer and ovarian cancer",breast cancer predisposition,hereditary breast/ovarian cancer,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,True,external_proxy_requires_disease_specific_interpretation
CANCER_1417601,hereditary_cancer,MSH6,Hereditary nonpolyposis colorectal neoplasms;Hereditary cancer-predisposing syndrome,Hereditary nonpolyposis colorectal neoplasms;Hereditary nonpolyposis colon cancer;Hereditary cancer-predisposing syndrome;Lynch syndrome 5,colorectal cancer / polyposis,Lynch syndrome / mismatch repair cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_231167,hereditary_cancer,MSH2,Hereditary cancer-predisposing syndrome;Hereditary nonpolyposis colorectal neoplasms;not provided,Hereditary cancer-predisposing syndrome;Hereditary nonpolyposis colorectal neoplasms;not provided,colorectal cancer / polyposis,colorectal cancer / polyposis,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_266854,hereditary_cancer,BRCA2,"Breast-ovarian cancer, familial, susceptibility to, 2","Breast-ovarian cancer, familial, susceptibility to, 2",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1780342,hereditary_cancer,MSH6,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,pan-cancer / nonspecific cancer predisposition,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_230043,hereditary_cancer,PALB2,Hereditary cancer-predisposing syndrome;Familial cancer of breast;not provided,Hereditary cancer-predisposing syndrome;Familial cancer of breast;not provided;Gastric cancer,breast cancer predisposition,gastric cancer predisposition,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,True,external_proxy_requires_disease_specific_interpretation
CANCER_51389,hereditary_cancer,BRCA2,"Breast-ovarian cancer, familial, susceptibility to, 2;Hereditary breast ovarian cancer syndrome;Hereditary cancer-predisposing syndrome","Breast-ovarian cancer, familial, susceptibility to, 2;Hereditary breast ovarian cancer syndrome;Hereditary cancer-predisposing syndrome;not provided",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_483072,hereditary_cancer,BRCA2,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,pan-cancer / nonspecific cancer predisposition,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_483833,hereditary_cancer,MSH6,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome;Lynch syndrome 5;not provided,pan-cancer / nonspecific cancer predisposition,Lynch syndrome / mismatch repair cancer predisposition,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
